gauge	HUC2	Dry	PctFlow	m_90-10	err_1_abs	err_1b	break	err_2_abs	err_2b	m_1	m_2	err_ratio_abs	LAT	LONG
1013500	1	0	100	3.1027685726528613	0.14745178287848867	0.14529107551617212	36.0	0.03722883159493109	0.006961796140874275	4.15353906021522	2.5968420416043183	3.960687901324442	47.23739000000001	-68.58264
1022500	1	0	100	3.3271576617849643	0.08987715342147133	-0.014910057186538078	80.0	0.06731434467149407	0.04831290132925003	3.1487786002582756	4.575811092471782	1.3351857447337232	44.60797	-67.93524000000001
1030500	1	0	100	3.9956626331444	0.09028812473351162	-0.011264460878928618	84.0	0.07098649031299133	0.049710521850102635	3.832925348158134	6.002755814641681	1.271905743408586	45.50097	-68.30596
1031500	1	0	100	4.069356963100952	0.12623829099837564	0.041921150417213095	23.0	0.08075596930353625	-0.05800615236007392	5.58748329375589	3.774795137749994	1.5632069317858803	45.17501	-69.3147
1047000	1	0	100	3.536871068139576	0.1618285190125958	0.13197967328563934	28.0	0.056010470708391484	-0.008944395453083549	5.083121266800564	3.0879597201412246	2.889254758367004	44.8692	-69.9551
1052500	1	0	100	3.329761245928141	0.18161618181726052	0.17623634241019617	30.0	0.03681634889806906	0.004680953051506559	5.023870715845202	2.765058089289121	4.9330307663068105	44.87739000000001	-71.05749
1054200	1	0	100	3.5012833219503934	0.14664699211955734	0.1305119090314407	27.0	0.047474155012129524	-0.020940778020061144	5.260807186225193	3.026491168098463	3.0889858299129163	44.39044000000001	-70.97964
1055000	1	0	100	3.612246100052343	0.15735199277524897	0.14554514588002668	26.0	0.04608277917112401	-0.008305449733041042	5.511339389651147	3.1374727776526417	3.4145508496989154	44.64275	-70.58878
1057000	1	0	100	4.0197426979134905	0.16118636156755675	-0.10293050661870493	81.0	0.09240037763832196	0.04499335393544663	3.608264353414265	7.2658496378518205	1.7444340130132394	44.30399	-70.53968
1073000	1	0	100	4.277270836081113	0.172425246935055	-0.15514782771488933	71.0	0.05047331233742039	0.020323287034038563	3.7091471448858138	6.1012468972870755	3.4161666621435645	43.1487	-70.96506
1078000	1	0	100	3.6874548188730127	0.12209119970503365	0.011822121564420736	17.0	0.09045660527581943	-0.07335299530069768	6.0906099018531386	3.4570152903680693	1.3497212208301905	43.56646	-71.74786
1118300	1	0	100	4.2831439870580565	0.3436329316321276	-0.3426925305588379	66.0	0.05956529232560784	-0.040540212750759384	3.217517509074208	6.769605769020369	5.769012762561323	41.47482	-71.83424000000002
1121000	1	0	100	3.9409200279545695	0.24131584779432458	-0.23408567097149963	66.0	0.052188066230027585	-0.011061086459705327	3.1543601093638665	5.7762265046662105	4.623966075513985	41.84371	-72.16897
1123000	1	0	100	3.137780572215363	0.0815670858524031	-0.0643039354440862	67.0	0.028523586848786642	0.017254802898181026	2.8551866981346996	3.838121912328311	2.859636352357027	41.67177	-72.0523
1134500	1	0	100	3.255075609472703	0.12816720400805368	0.08969887468907019	24.0	0.05585946018817657	-0.034700992141556315	5.010002302261897	2.882818432214389	2.2944583348333545	44.51172	-71.83731
1137500	1	0	100	2.7020234023525065	0.17620157224495994	0.17620157224495994	37.0	0.03032807905292622	0.028779934326970413	3.780385383419281	2.15266918558264	5.809849411743704	44.26867	-71.63036
1139000	1	0	100	2.909967908748582	0.08446005316540335	0.05276457144237809	20.0	0.045174452176266845	-0.025334815236217178	4.452430795650835	2.6896160677625454	1.8696420010993704	44.15034	-72.06509
1139800	1	0	100	3.099394751441405	0.07786730636755247	-0.009768596766742684	82.0	0.06182105665251504	0.04200398516632195	2.957379682944457	4.377530367913937	1.259559615831714	44.09284	-72.33565
1142500	1	0	100	3.1616980154485494	0.10127118565629677	-0.004379167361555366	18.0	0.08033519020209458	-0.06240956331598185	4.594323415573457	3.002517415434671	1.2606080274601295	43.93451	-72.65788
1144000	1	0	100	3.083150029421951	0.0910875472099153	0.02379367464557355	18.0	0.059344529737836826	-0.043733636794043663	4.750230530587502	2.897918862625779	1.5348937402033163	43.71424	-72.41815
1162500	1	0	100	4.266289799136448	0.2160651917968178	-0.20302350268571315	73.0	0.06523437834529745	0.020944038732952495	3.5641693319906307	6.868265647970947	3.3121369020050344	42.68259000000001	-72.11508
1169000	1	0	100	3.544237029348514	0.11016802261807884	0.0037787533749564406	17.0	0.08810955864353112	-0.06555122479648223	5.5003328420426785	3.3566661979942793	1.2503526781219125	42.63842	-72.72509000000002
1170100	1	0	100	3.539063293610462	0.1180841959764358	-0.04904809545138206	77.0	0.07663131189509681	0.04741232883813152	3.2547209981301792	5.004519739547302	1.5409392460628266	42.70342	-72.67065
1181000	1	0	100	3.7565405726275163	0.12248977545720313	-0.05764117439592668	76.0	0.0723733446091519	0.03841166420870728	3.469109729833347	5.111571688657172	1.6924708415605516	42.23731	-72.89565
1187300	1	0	100	4.437553761574651	0.2214440415554794	-0.20053819910269435	72.0	0.06962486245661308	0.026650782761729726	3.713846924183945	6.9303217570315265	3.1805311169335932	42.03732	-72.93899
1195100	1	1	99.82336836527422	4.713809837651711	0.3716645171213271	-0.370610194776983	62.88872207012276	0.056808454907760174	-0.024383468705652653	3.421342433251025	7.250875483327133	6.542415521154348	41.30593	-72.5312
1333000	2	0	100	3.3850627513777627	0.12808086277613917	-0.0614753046669766	82.0	0.07682887738085897	0.04423004224525896	3.095107112278227	5.994663503273578	1.6670927279232775	42.70897	-73.19677
1350000	2	0	100	4.345881167712876	0.1973921724243647	-0.1623049179509646	68.0	0.07571578733452625	0.028762435390138112	3.6952638869392938	6.061144907934138	2.6070147240528563	42.31953	-74.43654000000002
1350080	2	0	100	4.293517490576424	0.15070911562667705	-0.12461275403817743	63.0	0.050929847514022034	0.03386171100738256	3.702975851963255	5.4527288552615385	2.9591511261678867	42.37703	-74.41292
1350140	2	0	100	5.0601939746909075	0.3647008607172721	-0.3609531998358701	66.0	0.06184826613458287	-0.00744554540750079	3.813448229162285	7.969267380924363	5.8967030688245465	42.42897	-74.47293
1365000	2	0	100	3.366593644400074	0.1485951876093533	-0.10251305382074093	78.0	0.05991941838074287	0.043895018701758576	2.9413643161178142	5.776226504666212	2.479917055688735	41.86648	-74.4871
1411300	2	0	100	2.081259704486139	0.07285446549156095	0.05878872121641406	20.0	0.02696194583208561	-0.0144747745679547	3.528213746227424	1.874551984237384	2.7021219442130073	39.30694	-74.82056
1413500	2	0	100	3.74644978193147	0.15429908428497496	-0.13684233156577771	74.0	0.04639821698816175	0.01483729863931555	3.278375923095441	5.618745217275587	3.325539089666819	42.14481	-74.65349
1414500	2	0	100	3.596269958393261	0.1613497530387666	-0.14007140632835643	73.0	0.050669582392315636	0.021822226447563018	3.088746268341767	5.477093045054679	3.184351348892039	42.1062	-74.73043
1415000	2	0	100	3.861938785964557	0.17183350770661654	-0.15463866239711593	71.0	0.05189607646142488	0.02172316918953381	3.290931216483191	5.695173614299469	3.311107879886506	42.12009000000001	-74.81849
1423000	2	0	100	3.9283930798782967	0.17389675105099284	-0.1544753180488142	72.0	0.05133041133743375	0.014812337875270717	3.389129982378187	5.785854860156451	3.3877918863310392	42.1662	-75.13989000000002
1434025	2	0	100	3.2005177528701814	0.13545529480346952	-0.021733487579287347	82.0	0.09609506472768059	0.08286504493640824	2.9135981671500453	5.782794024351412	1.4095967902964641	41.99537	-74.50099
1435000	2	0	100	2.9139017503237254	0.10503774917809314	-0.0016662585531578254	83.0	0.07987619836825255	0.06351482058763966	2.7375556800455394	4.752939340367658	1.3150068646712316	41.89009	-74.58988000000002
1439500	2	0	100	3.6460479138554103	0.22567362785507333	-0.21700525593296927	76.0	0.05672265018750985	0.012357175641764744	2.9596982133098044	6.881696502141836	3.9785452038834035	41.08815	-75.03766999999998
1440000	2	0	100	3.329943601546233	0.1519472567444173	-0.13367418914832577	72.0	0.04318511504401914	0.02078982399032232	2.8379009790481184	5.024757079039735	3.5185099446773624	41.10667	-74.95222
1440400	2	0	100	3.465735902799727	0.15143370658915706	-0.11677057349315605	73.0	0.062200127391043955	0.032610344910236976	2.9974385792335347	5.201190690133264	2.434620521548347	41.08481	-75.21462
1451800	2	0	100	3.704246116138818	0.10902040637072888	-0.025916412396425267	83.0	0.07658892722799918	0.06320806513680417	3.4631216734975467	6.21882958939779	1.4234486670140156	40.66176	-75.62685
